strongs	source	gloss
H5300	strongs_he	Nephushesim, a Temple-servant
H5301	bdb	breathe, blow; breathe, blow; a fire not blown; the life of its, owners I have caused them to breathe out
H5301	strongs_he	to puff, in various applications (literally, to inflate, blow hard, scatter, kindle, expire; figuratively, to disesteem)
H5302	bdb	נֹ֫פַח appar. n.pr.loc. Nu 21:30
H5302	strongs_he	Nophach, a place in Moab
H5303	bdb	giants
H5303	strongs_he	properly, a feller, i.e. a bully or tyrant
H5304	bdb	נפיסים n.pr. Kt, in Ezr 2:50, Qr נְפוּסִים, of family of returned exiles; = נפושׁסים Ne 7:52 Kt, Qr נְפִישְׁסִים
H5304	strongs_he	Nephisim, a Temple-servant
H5305	bdb	נָפִישׁ n.pr.m. son of Ishmael
H5305	strongs_he	Naphish, a son of Ishmael, and his posterity
H5306	bdb	ruby; carbuncle; emerald
H5306	strongs_he	shining; a gem, probably the garnet
H5307	bdb	fall, lie; fall, fall, Fall prostrate, fall, prostrate oneself before, fall upon, Fall upon, desert, fall away to, go over to, lie, lie prostrate; fall; fall; fall; Fall prostrate, fall, prostrate oneself before, fall upon; Fall prostrate; fall, prostrate oneself before; fall upon; Fall upon, desert, fall away to, go over to; Fall upon; desert, fall away to, go over to; lie, lie prostrate; cause to fall, overthrow, casting, let drop, cause to fail, cause, to fall; cause to fall; overthrow; casting; let drop, cause to fail; cause, to fall; throw, prostrate oneself
H5307	strongs_he	to fall, in a great variety of applications (intransitive or causative, literal or figurative)
H5308	bdb	fall
H5308	strongs_he	fall (down), have occasion.
H5309	bdb	untimely birth; abortion
H5309	strongs_he	something fallen, i.e. an abortion
H5310	bdb	shatter; and a shattering, and shattered; dash to pieces; pulverized; disperse; be scattered
H5310	strongs_he	to dash to pieces, or scatter
H5311	bdb	driving storm; bursting
H5311	strongs_he	a storm (as dispersing)
H5312	bdb	go, come, out, forth; he went out; bring forth
H5312	strongs_he	to issue; causatively, to bring out
H5313	bdb	outlay
H5313	strongs_he	an outgo, i.e. expense
H5314	bdb	take breath, refresh oneself; take breath, refresh oneself
H5314	strongs_he	to breathe; passively, to be breathed upon , i.e. (figuratively) refreshed (as if by a current of air)
H5315	bdb	soul, living being, life, self, person, desire, appetite, emotion, passion; that which breathes, the breathing substance or being; the man himself; seat of the appetites; seat of emotions and passions
H5315	strongs_he	properly, a breathing creature, i.e. animal of (abstractly) vitality; used very widely in a literal, accommodated or figurative sense (bodily or mental)
H5316	bdb	[נֶ֫פֶת] n.f. id. [n.cf.ac];—only Jos 17:11
H5316	strongs_he	a height
H5317	bdb	flowing honey; honey from the comb
H5317	strongs_he	a dripping i.e. of honey (from the comb)
H5318	bdb	נֶפְתּוֹחַ n.pr.loc. on border of Judah and Benj.
H5318	strongs_he	Nephtoach, a place in Palestine
H5319	bdb	wrestlings
H5319	strongs_he	properly, wrestled; but used (in the plural) transitively, a struggle
H5320	bdb	the northern land
H5320	strongs_he	Naphtuchim, an Egyptian tribe
H5321	bdb	Naphtali
H5321	strongs_he	Naphtali, a son of Jacob, with the tribe descended from him, and its territory
H5322	bdb	[נֵץ] n.m. only sf. נִצָּהּ Gn 40:10, v. foll. [n.ew.ad]; hawk; falcon
H5322	strongs_he	a flower (from its brilliancy); also a hawk (from it flashing speed)
H5323	bdb	fly
H5323	strongs_he	to go away
H5324	bdb	take one's stand, stand; station oneself, take one's stand, stand, be stationed, take an upright position, stand, be stationed, appointed, deputy, prefect, appointed, deputed, stand firm; station oneself, take one's stand, stand, be stationed, take an upright position, stand; station oneself, take one's stand; stand, be stationed; take an upright position, stand; be stationed, appointed; deputy, prefect, appointed, deputed; stand firm; station, set, set up, erect, cause to stand erect, fix, establish; station, set; set up, erect; cause to stand erect; fix, establish; fixed, determined
H5324	strongs_he	to station, in various applications (literally or figuratively)
H5325	bdb	haft, hilt; prefect, deputy
H5325	strongs_he	fixed, i.e. a handle
H5326	bdb	firmness
H5326	strongs_he	fixedness, i.e. firmness
H5327	bdb	fall in ruins; thy cities shall fall in ruins; ruined heaps; struggle; struggle with each other; engage in struggle
H5327	strongs_he	properly, to go forth, i.e. (by implication) to be expelled, and (consequently) desolate; causatively, to lay waste; also (specifically), to quarrel
H5328	bdb	blossom; shining
H5328	strongs_he	a blossom
H5329	bdb	be pre-eminent, enduring; enduring; act as overseer, superintendent, director
H5329	strongs_he	properly, to glitter from afar, i.e. to be eminent (as a superintendent, especially of the Temple services and its music); to be permanent
H5330	bdb	distinguish oneself
H5330	strongs_he	to become chief
H5331	bdb	eminence; enduring; everlasting; perpetuity
H5331	strongs_he	properly, a goal, i.e. the bright object at a distance travelled towards; hence (figuratively), splendor, or (subjectively) truthfulness, or (objectively) confidence; but usually (adverbially), continually (i.e. to the most distant point of view)
H5332	bdb	juice; blood; gore
H5332	strongs_he	juice of the grape (as blood red)
H5333	bdb	pillar; prefect; garrison; post
H5333	strongs_he	something stationary, i.e. a prefect, a military post, a statue
H5334	bdb	נְצִיב n.pr.loc. in Judah on border of Philist. Jos 15:43
H5334	strongs_he	Netsib, a place in Palestine
H5335	bdb	נְצִיחַ n.pr.m. head of a family of Nethinim
H5335	strongs_he	Netsiach, a Temple-servant
H5336	bdb	preserved
H5336	strongs_he	properly, conservative; but used passively, delivered
H5337	bdb	strip, plunder, deliver oneself, be delivered, snatch away, deliver; tear oneself away, deliver oneself, be torn out, away; tear oneself away, deliver oneself; be torn out, away; strip off, spoil, deliver; strip off, spoil; deliver; take away, snatch away, rescue, recover, deliver from, deliver from sin and guilt; take away, snatch away; rescue, recover; deliver from; deliver from sin and guilt; as a brand plucked out of the burning; and they stripped themselves
H5337	strongs_he	to snatch away, whether in a good or a bad sense
H5338	bdb	rescue; deliver
H5338	strongs_he	to extricate
H5339	bdb	[נִצָּן] n.[m.] id. [n.ew.ad], only pl. נִצָּנִים Ct 2:12.
H5339	strongs_he	a blossom
H5340	bdb	shine; sparkle
H5340	strongs_he	to glare, i.e. be bright-colored
H5341	bdb	watch, guard, keep; Watch, guard, keep; Guard from dangers, preserve; Guard with fidelity, keep, observe; Guard, keep secret; Keep close, blockaded
H5341	strongs_he	to guard, in a good sense (to protect, maintain, obey, etc.) or a bad one (to conceal, etc.)
H5342	bdb	sprout; shoot
H5342	strongs_he	a shoot; figuratively, a descendant
H5343	bdb	clean; pure
H5343	strongs_he	clean
H5344	bdb	pierce; pierce, bore, prick off; pierce, bore; prick off; who were pricked off, designated, by name; curse
H5344	strongs_he	to puncture, literally (to perforate, with more or less violence) or figuratively (to specify, designate, libel)
H5345	bdb	[נֶ֫קֶב] n.[m.] term. techn. of jeweler’s work, prob. some hole or cavity,—only pl.sf. Ez 28:13
H5345	strongs_he	a bezel (for a gem)
H5346	bdb	pass
H5346	strongs_he	Nekeb, a place in Palestine
H5347	bdb	female
H5347	strongs_he	female (from the sexual form)
H5348	bdb	speckled
H5348	strongs_he	spotted
H5349	bdb	sheep-raiser; -dealer; -tender
H5349	strongs_he	a spotter (of sheep or cattle), i.e. the owner or tender (who thus marks them)
H5350	bdb	what is crumbled; easily crumbles; crumb
H5350	strongs_he	a crumb (as broken to spots); also a biscuit (as pricked)
H5351	bdb	point; drop
H5351	strongs_he	a boss
H5352	bdb	be empty, clean; be cleaned out, be clean, free from guilt, innocent, be free, exempt from punishment, free, exempt from obligation; be cleaned out; be clean, free from guilt, innocent; be free, exempt from punishment; free, exempt from obligation; hold innocent, acquit, leave unpunished; hold innocent, acquit; leave unpunished
H5352	strongs_he	to be (or make) clean (literally or figuratively); by implication (in an adverse sense) to be bare, i.e. extirpated
H5353	bdb	נְקוֹדָא n.pr.m. head of a family of Nethinim
H5353	strongs_he	Nekoda, a Temple-servant
H5354	bdb	feel a loathing; I felt a loathing at; ye shall feel loathing against your faces
H5354	strongs_he	to loathe
H5355	bdb	clean; free from; exempt; innocent
H5355	strongs_he	innocent
H5356	bdb	innocency; freedom from guilt, innocency; freedom from punishment; cleanness of teeth; bluntness
H5356	strongs_he	clearness (literally or figuratively)
H5357	bdb	cleft
H5357	strongs_he	a cleft
H5358	bdb	avenge, take vengeance; avenge, take vengeance, entertain revengeful feelings; avenge, take vengeance; entertain revengeful feelings; avenge oneself, suffer vengeance; avenge oneself; suffer vengeance; avenge; be avenged, vengeance be taken; avenge oneself
H5358	strongs_he	to grudge, i.e. avenge or punish
H5359	bdb	vengeance
H5359	strongs_he	revenge
H5360	bdb	vengeance
H5360	strongs_he	avengement, whether the act or the passion
H5361	bdb	be; severed; alienated; estranged
H5361	strongs_he	to feel aversion
H5362	bdb	go around; let feasts go around; go around, surround, encompass, make the round, complete the circuit, make round, round off; go around, surround, encompass; make the round, complete the circuit; make round, round off; strike off; struck away; after my skin, which they have struck off
H5362	strongs_he	to strike with more or less violence (beat, fell, corrode); by implication (of attack) to knock together, i.e. surround or circulate
H5363	bdb	striking off
H5363	strongs_he	a threshing (of olives)
H5364	bdb	encircling rope
H5364	strongs_he	probably a rope (as encircling)
H5365	bdb	bore, pick, dig; boring, picking out; boring out; ye were digged
H5365	strongs_he	to bore (penetrate, quarry)
H5366	bdb	hole; crevice
H5366	strongs_he	a fissure
H5367	bdb	knock, strike, hit, strike, bring down; striketh down; thou be thrust, after them; strike, take aim; art, striking at my life
H5367	strongs_he	to entrap (with a noose), literally or figuratively
H5368	bdb	knock
H5368	strongs_he	to knock
H5369	bdb	נֵר n.pr.m. father of Abner father of Kish
H5369	strongs_he	Ner, an Israelite
H5370	bdb	נֵרְגָּ֑ל n.pr.div. worshipped by men of Cuth 2 K 17:30
H5370	strongs_he	Nergal, a Cuthite deity
H5371	bdb	נֵרְגַּל שַׂרְאֶ֫צֶר n.pr.m. chief soothsayer in train of Nebuchad.
H5371	strongs_he	Nergal-Sharetser, the name of two Babylonians
H5372	bdb	murmur, whisper; murmur, murmurers, and they murmured; murmurers; and they murmured; whisper, backbite, slander, backbiter; backbiter
H5372	strongs_he	a slanderer
H5373	bdb	nard
H5373	strongs_he	nard, an aromatic
H5374	bdb	נֵרִיָהוּ, נֵרִיָּה n.pr.m. father of Baruch = father of Seraiah
H5374	strongs_he	Nerijah, an Israelite
H5375	bdb	lift, carry, take; lift, lift up, Bear, carry, Take, take away; lift, lift up; Bear, carry; Take, take away; be lifted up, lift oneself up, rise up, be borne, carried, be taken away, carried off; be lifted up; lift oneself up, rise up; be borne, carried; be taken away, carried off; lift up, carry, bear continuously, take, take away; lift up; carry, bear continuously; take, take away; lift oneself up; cause one to bear, cause to bring, have brought; cause one to bear; cause to bring, have brought
H5375	strongs_he	to lift, in a great variety of applications, literal and figurative, absolute and relative
H5376	bdb	lift, take, carry; carry away; make a rising, an insurrection
H5376	strongs_he	carry away, make insurrection, take.
H5377	bdb	beguile, deceive; have been beguiled; beguile
H5377	strongs_he	to lead astray, i.e. (mentally) to delude, or (morally) to seduce
H5378	bdb	lend on interest, usury, be a creditor; a creditor; an enemy shall not act the creditor against him, make exactions of him
H5378	strongs_he	to lend on interest; by implication, to dun for debt
H5379	bdb	lift, carry, take; lift, lift up, Bear, carry, Take, take away; lift, lift up; Bear, carry; Take, take away; be lifted up, lift oneself up, rise up, be borne, carried, be taken away, carried off; be lifted up; lift oneself up, rise up; be borne, carried; be taken away, carried off; lift up, carry, bear continuously, take, take away; lift up; carry, bear continuously; take, take away; lift oneself up; cause one to bear, cause to bring, have brought; cause one to bear; cause to bring, have brought
H5379	strongs_he	something taken, i.e. a present
H5380	bdb	blow; the breath of, has blown upon it; he causes, to blow
H5380	strongs_he	to blow; by implication, to disperse
H5381	bdb	reach, overtake; overtake, reach, attain, cause to reach, bring, put, one’s hand has reached; overtake; reach, attain, cause to reach, bring, put; reach, attain; cause to reach, bring, put; one’s hand has reached
H5381	strongs_he	to reach (literally or figuratively)
H5382	bdb	forget; I will forget you finally; thou shalt not be forgotten of me; God hath made me forget; God caused her, to forget
H5382	strongs_he	to forget; figuratively, to neglect; causatively, to remit, remove
H5383	bdb	lend, become a creditor; lend; who lendeth to
H5383	strongs_he	to lend or (by reciprocity) borrow on security or interest
H5384	bdb	a vein; nerve; in the thigh
H5384	strongs_he	rheumatic or crippled (from the incident to Jacob)
H5385	bdb	what is borne about
H5385	strongs_he	something borne, i.e. a load
H5386	bdb	debt
H5386	strongs_he	a debt
H5387	bdb	rising mist; vapour; one lifted up; a chief prince
H5387	strongs_he	properly, an exalted one, i.e. a king or sheik; also a rising mist
H5388	bdb	forgetfulness; oblivion
H5388	strongs_he	oblivion
H5389	bdb	wives
H5389	strongs_he	women.
H5390	bdb	kiss
H5390	strongs_he	a kiss
H5391	bdb	bite; bite; and they shall bite you fatally; pay, give interest; one giveth interest; make, give interest
H5391	strongs_he	to strike with a sting (as a serpent); figuratively, to oppress with interest on a loan
H5392	bdb	interest; usury; something bitten off
H5392	strongs_he	interest on a debt
H5393	bdb	chamber
H5393	strongs_he	a cell
H5394	bdb	slip, drop off, draw off, clear away; slip, drop off, draw off, clear away; slip, drop off; draw off; clear away; he cleared, entirely
H5394	strongs_he	to pluck off, i.e. divest, eject or drop
H5395	bdb	pant; pant
H5395	strongs_he	properly, to blow away, i.e. destroy
H5396	bdb	breath
H5396	strongs_he	vital breath
H5397	bdb	breath
H5397	strongs_he	a puff, i.e. wind, angry or vital breath, divine inspiration, intellect. or (concretely) an animal
H5398	bdb	blow
H5398	strongs_he	to breeze, i.e. blow up fresh (as the wind)
H5399	bdb	twilight, twilight-breeze; evening twilight; morning twilight
H5399	strongs_he	properly, a breeze, i.e. (by implication) dusk (when the evening breeze prevails)
H5400	bdb	kindle, burn; a fire was kindled against Jacob; make a fire, burn
