strongs	source	gloss
H5086	bdb	drive; drive asunder
H5086	strongs_he	to shove asunder, i.e. disperse
H5087	bdb	vow
H5087	strongs_he	to promise (pos., to do or give something to God)
H5088	bdb	vow
H5088	strongs_he	a promise (to God); also (concretely) a thing promised
H5089	bdb	eminency; distinction
H5089	strongs_he	lamentation
H5090	bdb	drive, conduct; drive, behaving itself; drive; behaving itself; drive away, lead off, lead on, guide, cause to drive; drive away, lead off; lead on, guide; cause to drive; moan; lament
H5090	strongs_he	to drive forth (a person, an animal or chariot), i.e. lead, carry away; reflexively, to proceed (i.e. impel or guide oneself); also (from the panting induced by effort), to sigh
H5091	bdb	wail, lament; lament; went mourning after
H5091	strongs_he	to groan, i.e. bewail; hence (through the idea of crying aloud), to assemble (as if on proclamation)
H5092	bdb	wailing; lamentation; mourning song
H5092	strongs_he	an elegy
H5093	bdb	נִהְיָה n.f. id. [n.bm.ab];—only Mi 2:4
H5093	strongs_he	lamentation
H5094	bdb	light; illumination; insight
H5094	strongs_he	illumination, i.e. (figuratively) wisdom
H5095	bdb	lead, guide to a watering-place, and cuase to rest there, bring to a station, place of rest, lead, guide, refresh; lead to a watering-place, or station, and cause to rest there, lead, bring to a station, a goal, lead, guide, give rest to, refresh; lead to a watering-place, or station, and cause to rest there; lead, bring to a station, a goal; lead, guide; give rest to; refresh; journey by stations, stages
H5095	strongs_he	properly, to run with a sparkle, i.e. flow; hence (transitively), to conduct, and (by inference) to protect, sustain
H5096	bdb	נַהֲלֹל n.pr.loc. Ju 1:30 in Zebulun; = נַהֲלָל Jos 19:15 21:35
H5096	strongs_he	Nahalal or Nahalol, a place in Palestine
H5097	bdb	pasture; watering-place
H5097	strongs_he	pasture
H5098	bdb	growl; groan
H5098	strongs_he	to growl
H5099	bdb	growling
H5099	strongs_he	a snarl
H5100	bdb	growling; groaning
H5100	strongs_he	snarling
H5101	bdb	bray; cry
H5101	strongs_he	to bray (as an ass), scream (from hunger)
H5102	bdb	flow; stream; shine; beam
H5102	strongs_he	to sparkle, i.e. (figuratively) be cheerful; hence (from the sheen of a running stream) to flow, i.e. (figuratively) assemble
H5103	bdb	river
H5103	strongs_he	a river, especially the Euphrates
H5104	bdb	stream; river
H5104	strongs_he	a stream (including the sea; expectation the Nile, Euphrates, etc.); figuratively, prosperity
H5105	bdb	light; daylight
H5105	strongs_he	daylight
H5106	bdb	hinder, restrain, frustrate; restrain, forbid, frustrate, refuse, refrain, make averse; restrain, forbid, frustrate, refuse; refrain, make averse
H5106	strongs_he	to refuse, forbid, dissuade, or neutralize
H5107	bdb	bear fruit; beareth fruit, beareth the fruit of; makes to flourish
H5107	strongs_he	to germinate, i.e. (figuratively) to (causatively, make) flourish; also (of words), to utter
H5108	bdb	fruit; fruit of lips; fruit
H5108	strongs_he	produce, literally or figuratively
H5109	bdb	נוֹבָ֑י n.pr.m. a chief of people Ne 10:20 Qr נִיבָ֑י
H5109	strongs_he	Nobai, an Israelite
H5110	bdb	move to and fro, wander, shudder, shew grief; move to and fro, wander, flutter, waver, wave, shake, shew grief; move to and fro, wander, flutter, waver, wave, shake; move to and fro, wander; flutter; waver, wave, shake; shew grief; cause to wander, make a wagging, wag; cause to wander; make a wagging, wag; like briers made to flutter; move oneself to and fro, sway, totter, shake oneself, bemoan oneself; move oneself to and fro, sway, totter; shake oneself; bemoan oneself
H5110	strongs_he	to nod, i.e. waver; figuratively, to wander, flee, disappear; also (from shaking the head in sympathy), to console, deplore, or (from tossing the head in scorn) taunt
H5111	bdb	flee
H5111	strongs_he	to flee
H5112	bdb	wandering
H5112	strongs_he	exile
H5113	bdb	נוֹד appar. n.pr.terr. Gn 4:16 of region into which Cain wandered
H5113	strongs_he	Nod, the land of Cain
H5114	bdb	נוֹדָ֑ב n.pr.gent. Arab tribe
H5114	strongs_he	Nodab, an Arab tribe
H5115	bdb	dwell; abide; beautify
H5115	strongs_he	to rest (as at home); causatively (through the implied idea of beauty), to celebrate (with praises)
H5116	bdb	dwelling; abiding; abode of shepherd, flocks, habitation; abode, abode of shepherds, meadow; abode; abode of shepherds; meadow; habitation
H5116	strongs_he	(adjectively) at home; hence (by implication of satisfaction) lovely; also (noun) a home, of God (temple), men (residence), flocks (pasture), or wild animals (den)
H5117	bdb	rest; rest, settle down and remain, repose, be quiet, have rest; rest, settle down and remain; repose, be quiet, have rest; cause to rest, give rest, cause to rest, light, lay, set down, deposit, let lie, let remain, leave, leave, abandon, let alone, permit; cause to rest, give rest, cause to rest, light; cause to rest, give rest; cause to rest, light; lay, set down, deposit, let lie, let remain, leave, leave, abandon, let alone, permit; lay, set down, deposit, let lie; let remain, leave; leave; abandon; let alone; permit; no rest is granted to us, space left, open space; no rest is granted to us; space left, open space
H5117	strongs_he	to rest, i.e. settle down; used in a great variety of applications, literal and figurative, intransitive, transitive and causative (to dwell, stay, let fall, place, let alone, withdraw, give comfort, etc.)
H5118	bdb	resting-place; rest
H5118	strongs_he	quiet
H5119	bdb	נוֹחָה n.pr.m. 4th son of Benjamin acc. to 1 Ch 8:2.
H5119	strongs_he	Nochah, an Israelite
H5120	bdb	dangle; shake
H5120	strongs_he	to quake
H5121	bdb	נוית Kt (i.e. נָוִית), נָיוֹת Qr; prob. n.pr.loc. in Ramah
H5121	strongs_he	Navith, a place in Palestine
H5122	bdb	refuse-heap
H5122	strongs_he	a sink
H5123	bdb	be drowsy; slumber
H5123	strongs_he	to slumber (from drowsiness)
H5124	bdb	somnolence
H5124	strongs_he	sleepiness
H5125	bdb	propagate; increase; have increase; be propagated; spread
H5125	strongs_he	to resprout, i.e. propagate by shoots; figuratively, to be perpetual
H5126	bdb	נוּן and (1 Ch 7:27) נוֹן n.pr.m. father of Joshua
H5126	strongs_he	Nun or Non, the father of Joshua
H5127	bdb	flee, escape; flee, escape, take flight, depart, disappear, fly, on horseback; flee; escape; take flight, depart, disappear; fly, on horseback; the breath of, driveth at it, driveth it on; in order to take flight before; put to flight, drive hastily, cause to disappear, hide; put to flight; drive hastily; cause to disappear, hide
H5127	strongs_he	to flit, i.e. vanish away (subside, escape; causatively, chase, impel, deliver)
H5128	bdb	quiver, wave, waver, tremble, totter; wave, totter, go tottering; wave; totter, go tottering; be tossed about; toss about, shake, cause to totter, shake, disturb, cause to wander; toss about; shake, cause to totter; shake, disturb; cause to wander
H5128	strongs_he	to waver, in a great variety of applications, literally and figuratively (as subjoined)
H5129	bdb	meeting with Yah
H5129	strongs_he	Noadjah, the name of an Israelite, and a false prophetess
H5130	bdb	move to and fro, wave, besprinkle; I have besprinkled my couch with myrrh; he brandisheth his hand toward the mt.; wield, Shake, wave, swing, waved, Shed abroad; wield; Shake, wave; swing; waved; Shed abroad; be waved
H5130	strongs_he	to quiver (i.e. vibrate up and down, or rock to and fro); used in a great variety of applications (including sprinkling, beckoning, rubbing, bastinadoing, sawing, waving, etc.)
H5131	bdb	elevation; height
H5131	strongs_he	elevation
H5132	bdb	fly; bloom, blossom; have put forth blossoms, wears blossoms
H5132	strongs_he	properly, to flash; also, to fly away (from the quickness of motion)
H5133	bdb	plumage
H5133	strongs_he	a pinion (or wing feather); often (collectively) plumage
H5134	bdb	suckle; nurse
H5134	strongs_he	to suckle
H5135	bdb	fire
H5135	strongs_he	fire
H5136	bdb	be sick
H5136	strongs_he	to be sick, i.e. (figuratively) distressed
H5137	bdb	spring; leap; spurt, spatter, sprinkle; spurt, spatter; cause to spurt, sprinkle
H5137	strongs_he	to spirt, i.e. besprinkle (especially in expiation)
H5138	bdb	thing sodden; boiled; pottage
H5138	strongs_he	something boiled, i.e. soup
H5139	bdb	one consecrated, devoted; consecrated; devotee, Nazirite; untrimmed vine
H5139	strongs_he	separate, i.e. consecrated (as prince, a Nazirite); hence (figuratively from the latter) an unpruned vine (like an unshorn Nazirite)
H5140	bdb	flow, trickle, drop, distil; flow, distil; flow; distil; cause to flow
H5140	strongs_he	to drip, or shed by trickling
H5141	bdb	ring
H5141	strongs_he	a nose-ring
H5142	bdb	suffer injury; injure
H5142	strongs_he	to suffer (causatively, inflict) loss
H5143	bdb	injury; damage
H5143	strongs_he	loss
H5144	bdb	dedicate, consecrate, separate; devote, dedicate oneself; and ye shale keep the sons of Isr. sacredly separate from their uncleanness; be a Nazarite; live as a Nazarite
H5144	strongs_he	to hold aloof, i.e. (intransitivey) abstain (from food and drink, from impurity, and even from divine worship (i.e. apostatize)); specifically, to set apart (to sacred purposes), i.e. devote
H5145	bdb	consecration, crown, Naziriteship; crown; hair; consecration
H5145	strongs_he	properly, something set apart, i.e. (abstractly) dedication (of a priet or Nazirite); hence (concretely) unshorn locks; also (by implication) a chaplet (especially of royalty)
H5146	bdb	Noah
H5146	strongs_he	Noach, the patriarch of the flood
H5147	bdb	נַחְבִּי n.pr.m. a Naphtalite, one of the Hebrew spies Nu 13:14 (P).
H5147	strongs_he	Nachbi, an Israelite
H5148	bdb	lead, guide; lead, bring; lead, guide
H5148	strongs_he	to guide; by implication, to transport (into exile, or as colonists)
H5149	bdb	comfort
H5149	strongs_he	Nechum, an Israelite
H5150	bdb	comfort; compassion
H5150	strongs_he	properly, consoled; abstractly, solace
H5151	bdb	comfort
H5151	strongs_he	Nachum, an Israelite prophet
H5152	bdb	נָחוֹר n.pr.m. father of Teraḥ son of Teraḥ and brother of Abr.
H5152	strongs_he	Nachor, the name of the grandfather and a brother of Abraham
H5153	bdb	of bronze
H5153	strongs_he	coppery, i.e. (figuratively) hard
H5154	bdb	copper; bronze
H5154	strongs_he	copper
H5155	bdb	[נְחִילָה] n.f. meaning unknown; only pl. ψ 5:1 (title)
H5155	strongs_he	a flute
H5156	bdb	nostril
H5156	strongs_he	a nostril
H5157	bdb	get, take as a possession; take possession, inherit, have, get as a possession, property, divide the land for a possession; take possession, inherit; have, get as a possession, property; divide the land for a possession; divide for a possession; possess oneself of; give as a possession, cause to inherit, give as an inheritance; give as a possession; cause to inherit, give as an inheritance; made to possess
H5157	strongs_he	to inherit (as a (figurative) mode of descent), or (generally) to occupy; causatively, to bequeath, or (generally) distribute, instate
H5158	bdb	torrent; torrent-valley; wady; palm-tree
H5158	strongs_he	a stream, especially a winter torrent; (by implication) a (narrow) valley (in which a brook runs); also a shaft (of a mine)
H5159	bdb	possession, property, inheritance; property; portion, share; inheritance
H5159	strongs_he	properly, something inherited, i.e. (abstractly) occupancy, or (concretely) an heirloom; generally an estate, patrimony or portion
H5160	bdb	valley; palm; of Ēl
H5160	strongs_he	Nachaliël, a place in the Desert
H5161	bdb	נֶחֱלָמִי adj.gent. (noun not found)
H5161	strongs_he	a Nechelamite, or descendant of Nechlam
H5162	bdb	be sorry, console oneself; be sorry, moved to pity, have compassion, be sorry, rue, suffer grief, repent, comfort oneself, be comforted, comfort oneself, ease oneself; be sorry, moved to pity, have compassion; be sorry, rue, suffer grief, repent; comfort oneself, be comforted; comfort oneself, ease oneself; comfort, console; be comforted, consoled; be sorry, have compassion, rue, repent of, comfort oneself, be comforted, ease oneself; be sorry, have compassion; rue, repent of; comfort oneself, be comforted; ease oneself
H5162	strongs_he	properly, to sigh, i.e. breathe strongly; by implication, to be sorry, i.e. (in a favorable sense) to pity, console or (reflexively) rue; or (unfavorably) to avenge (oneself)
H5163	bdb	comfort
H5163	strongs_he	Nacham, an Israelite
H5164	bdb	sorrow; repentance
H5164	strongs_he	ruefulness, i.e. desistance
H5165	bdb	comfort
H5165	strongs_he	consolation
H5166	bdb	Yah comforts
H5166	strongs_he	Nechemjah, the name of three Israelites
H5167	bdb	compassionate
H5167	strongs_he	Nachamani, an Israelite
H5168	bdb	we
H5168	strongs_he	we
H5169	bdb	urge
H5169	strongs_he	to be urgent
H5170	bdb	a snorting; [נַחֲרָה] n.f. id. [n.ct.ab];—cstr. Je 8:16.
H5170	strongs_he	a snorting
H5171	bdb	נַחֲרַי n.pr.m. one of David’s heroes
H5171	strongs_he	Nacharai or Nachrai, an Israelite
H5172	bdb	practice divination; divine; observe signs
H5172	strongs_he	properly, to hiss, i.e. whisper a (magic) spell; generally, to prognosticate
H5173	bdb	divination; enchantment
H5173	strongs_he	an incantation or augury
H5174	bdb	copper; bronze
H5174	strongs_he	copper
H5175	bdb	serpent; serpent; fleeing serpent
H5175	strongs_he	a snake (from its hiss)
H5176	bdb	נָחָשׁ n.pr.m. king of Ammon father of Abigail and Zeruiah giving name to a city
H5176	strongs_he	Nachash, the name of two persons apparently non-Israelite
H5177	bdb	נַחְשׁוֹן n.pr.m. son of Aminadab, of Judah, brother-in-law of Aaron
H5177	strongs_he	Nachshon, an Israelite
H5178	bdb	copper, bronze; copper; fetters of copper, bronze; lust; harlotry
H5178	strongs_he	copper, hence, something made of that metal, i.e. coin, a fetter; figuratively, base (as compared with gold or silver)
H5179	bdb	נְחֻשְׁתָּא n.f. mother of Jehoiakin 2 K 24:8
H5179	strongs_he	Nechushta, an Israelitess
H5180	bdb	bronze serpent; bronze
H5180	strongs_he	something made of copper, i.e. the copper serpent of the Desert
H5181	bdb	go down, descend; go down, descend, descend; go down, descend; descend; penetrate; cause to descend, press down; bring down
H5181	strongs_he	to sink, i.e. descend; causatively, to press or lead down
H5182	bdb	descend; deposited; be deposed
H5182	strongs_he	to descend; causatively, to bring away, deposit, depose
H5183	bdb	descent; quietness; rest
H5183	strongs_he	a descent, i.e. imposition, unfavorable (punishment) or favorable (food); restfulness
H5184	bdb	נַ֫חַת n.pr.m. son of Reuel, grandson of Esau grandson of Elkanah an overseer, Hezekiah's time
H5184	strongs_he	Nachath, the name of an Edomite and of two Israelites
H5185	bdb	descending
H5185	strongs_he	descending
H5186	bdb	stretch out, spread out, extend, incline, bend; stretch out, extend, stretch, offer, Spread out, pitch, Bend, turn, incline; stretch out, extend, stretch, offer; stretch out, extend; stretch; offer; Spread out, pitch; Bend, turn, incline; be stretched out; stretch out, spread out, turn, incline; stretch out; spread out; turn, incline
H5186	strongs_he	to stretch or spread out; by implication, to bend away (including moral deflection); used in a great variety of application (as follows)
H5187	bdb	laden
H5187	strongs_he	laden
H5188	bdb	drop; pendant
H5188	strongs_he	a pendant for the ears (especially of pearls)
H5189	bdb	twig; tendril; spreading
H5189	strongs_he	a tendril (as an offshoot)
H5190	bdb	lift, bear; lift; and he bare them
H5190	strongs_he	to lift; by implication, to impose
H5191	bdb	lift; be lifted
H5191	strongs_he	to raise
H5192	bdb	burden; weight
H5192	strongs_he	a burden
H5193	bdb	plant; plant, plant; plant; plant; be planted
H5193	strongs_he	properly, to strike in, i.e. fix; specifically, to plant (literally or figuratively)
H5194	bdb	plantation; planting; plant
H5194	strongs_he	a plant; collectively, a plantation; abstractly, a planting
H5195	bdb	plant
H5195	strongs_he	a plant
H5196	bdb	נְטָעִים n.pr.loc. 1 Ch 4:23
H5196	strongs_he	Netaim, a place in Palestine
H5197	bdb	drop, drip; drop, drip; drip; drip
H5197	strongs_he	to ooze, i.e. distil gradually; by implication, to fall in drops; figuratively, to speak by inspiration
H5198	bdb	drop; gum
H5198	strongs_he	a drop; specifically, an aromatic gum (probably stacte)
H5199	bdb	dropping; dripping
H5199	strongs_he	Netophah, a place in Palestine
H5200	bdb	the Neṭophathite; Neṭophathites
H5200	strongs_he	a Netophathite, or inhabitant of Netophah
H5201	bdb	keep; keep, maintain, keep, guard; keep, maintain; keep, guard
H5201	strongs_he	to guard; figuratively, to cherish (anger)
H5202	bdb	keep
H5202	strongs_he	to retain
H5203	bdb	leave, forsake, permit; leave, let alone, forsake, abandon, permit; leave, let alone; forsake, abandon; permit; be forsaken, be loosened, loose, be let alone, be let go, spread abroad; be forsaken; be loosened, loose, be let alone; be let go, spread abroad; palaces are abandoned, deserted
H5203	strongs_he	properly, to pound, i.e. smite; by implication (as if beating out, and thus expanding) to disperse; also, to thrust off, down, out or upon (inclusively, reject, let alone, permit, remit, etc.)
H5204	bdb	wailing
H5204	strongs_he	lamentation
H5205	bdb	quivering motion
H5205	strongs_he	motion (of the lips in speech)
H5206	bdb	נִידָה n.f. id. [n.bd.ac];—of Jerusalem La 1:8
H5206	strongs_he	removal, i.e. exile
H5207	bdb	a quieting; soothing; tranquilizing
H5207	strongs_he	properly, restful, i.e. pleasant; abstractly, delight
H5208	bdb	soothing; tranquilizing
H5208	strongs_he	pleasure
H5209	bdb	offspring; posterity
H5209	strongs_he	progeny
H5210	bdb	Nineveh
H5210	strongs_he	Nineveh, the capital of Assyria
H5211	bdb	flee, escape; flee, escape, take flight, depart, disappear, fly, on horseback; flee; escape; take flight, depart, disappear; fly, on horseback; the breath of, driveth at it, driveth it on; in order to take flight before; put to flight, drive hastily, cause to disappear, hide; put to flight; drive hastily; cause to disappear, hide
H5211	strongs_he	fugitive
H5212	bdb	נִיסָן n.pr. of 1st month;—only post-exil.
H5212	strongs_he	Nisan, the first month of the Jewish sacred year
H5213	bdb	spark
H5213	strongs_he	a spark
H5214	bdb	break up; freshly till
H5214	strongs_he	to till the soil
H5215	bdb	the tillable; untilled; fallow ground
H5215	strongs_he	properly, plowing, i.e. (concretely) freshly plowed land
H5216	bdb	lamp; lamp
H5216	strongs_he	a lamp (i.e. the burner) or light (literally or figuratively)
H5217	bdb	smite; scourge
H5217	strongs_he	to smite, i.e. drive away
H5218	bdb	a stricken spirit; stricken
H5218	strongs_he	smitten, i.e. (figuratively) afflicted
H5219	bdb	a spice
H5219	strongs_he	properly, a smiting, i.e. (concretely) an aromatic gum (perhaps styrax) (as powdered)
H5220	bdb	progeny; posterity
H5220	strongs_he	offspring
H5221	bdb	smite; and he shall be smitten, and die; be smitten down; smite, strike, smite, beat, and they clapped hands, give a thrust, strike, smite, smite, Smite, Smite, attack, attack and destroy, smite, smite, chastise, send judgment upon, destroying; smite, strike, smite, beat, and they clapped hands, give a thrust, strike, smite, smite; smite, strike; smite, beat; and they clapped hands; give a thrust, strike; smite; smite; Smite; Smite, attack, attack and destroy; smite, smite, chastise, send judgment upon, destroying; smite; smite, chastise, send judgment upon; destroying; be smitten
H5221	strongs_he	to strike (lightly or severely, literally or figuratively)
H5222	bdb	smitten ones
H5222	strongs_he	a smiter, i.e. (figuratively) traducer
H5223	bdb	smitten; stricken
H5223	strongs_he	smitten, i.e. (literally) maimed, or (figuratively) dejected
H5224	bdb	Necho
H5224	strongs_he	Neko, an Egyptian king
H5225	bdb	נָכוֹן n.pr.m. only in 2 S 6:6
H5225	strongs_he	Nakon, probably an Israelite
H5226	bdb	front; in front of, opposite to
H5226	strongs_he	properly, the fore part; used adverbially, opposite
H5227	bdb	front; in front of, opposite to
H5227	strongs_he	properly, the front part; used adverbially (especially with preposition), opposite, in front of, forward, in behalf of
H5228	bdb	straight; right; straightness
H5228	strongs_he	straightforward, i.e. (figuratively), equitable, correct, or (abstractly), integrity
H5229	bdb	straight; right; straightness
H5229	strongs_he	properly, straightforwardness, i.e. (figuratively) integrity, or (concretely) a truth
H5230	bdb	be crafty, deceitful, knavish; knave; their wiles with which they beguiled you; they knavishly planned, to deal knavishly with
H5230	strongs_he	to defraud, i.e. act treacherously
H5231	bdb	wiliness; craft; knavery
H5231	strongs_he	deceit
H5232	bdb	riches; property
H5232	strongs_he	goods.
H5233	bdb	riches; treasures
H5233	strongs_he	treasure
H5234	bdb	act, treat as foreign, strange, disguise, misconstrue; disguiseth himself; and they have treated, as foreign; he acted as a stranger toward them; regard, recognize; they are not recognized; he regardeth not the opulent above the poor; regard, observe, Recognize, Be willing to recognize, acknowledge, Be acquianted with, Distinguish, understand; regard, observe; Recognize; Be willing to recognize, acknowledge; Be acquianted with; Distinguish, understand; a youth maketh himself known
H5234	strongs_he	properly, to scrutinize, i.e. look intently at; hence (with recognition implied), to acknowledge, be acquainted with, care for, respect, revere, or (with suspicion implied), to disregard, ignore, be strange toward, reject, resign, dissimulate (as if ignorant or disowning)
H5235	bdb	misfortune; calamity
H5235	strongs_he	something strange, i.e. unexpected calamity
H5236	bdb	that which is foreign; foreignness
H5236	strongs_he	foreign, or (concretely) a foreigner, or (abstractly) heathendom
H5237	bdb	foreign; alien
H5237	strongs_he	strange, in a variety of degrees and applications (foreign, non-relative, adulterous, different, wonderful)
H5238	bdb	treasure
H5238	strongs_he	spicery, i.e. (generally) valuables
H5239	bdb	נלה doubtful √:—for supposed Hiph. Is 33:1
H5239	strongs_he	to complete
H5240	bdb	despise; despise, regard with contempt; despised, vile, worthless, despicable, contemptible; despised; vile, worthless; despicable, contemptible; so as to cause to despise their lords
H5240	strongs_he	despised
H5241	bdb	נְמוּאֵל n.pr.m. son of Simeon a Reubenite (brother of Dathan and Abiram)
H5241	strongs_he	Nemuel, the name of two Israelites
H5242	bdb	נְמוּאֵלִי adj.gent. only c. art. as n.coll. Nu 26:12
H5242	strongs_he	a Nemuelite, or descendant of Nemuel
H5243	bdb	languish, wither, fade; hang down, wither; it withereth; circumcise; be cut off
H5243	strongs_he	to become clipped or (specifically) circumcised
H5244	bdb	ant
H5244	strongs_he	an ant (probably from its almost bisected form)
H5245	bdb	leopard
H5245	strongs_he	leopard.
H5246	bdb	leopard
H5246	strongs_he	a leopard (from its stripes)
H5247	bdb	נִמְרָה n.pr.loc. place E. of Jordan Nu 32:3
H5247	strongs_he	Nimrah, a place East of the Jordan
H5248	bdb	Nimrod
H5248	strongs_he	Nimrod, a son of Cush
H5249	bdb	נִמְרִים n.pr.loc. in Moab
H5249	strongs_he	Nimrim, a place East of the Jordan
H5250	bdb	נִמְשִׁי n.pr.m. grandfather of Jehu
H5250	strongs_he	Nimshi, the (grand-) father of Jehu
H5251	bdb	standard; ensign; signal; sign
H5251	strongs_he	a flag; also a sail; by implication, a flagstaff; generally a signal; figuratively, a token
H5252	bdb	turn
H5252	strongs_he	properly, an environment, i.e. circumstance or turn of affairs
H5253	bdb	move away, backslide; backslide, prove recreant to; turn oneself away, turn back, be turned, driven back, be repulsed; turn oneself away, turn back; be turned, driven back, be repulsed; displacing, moving back, remove, carry away; displacing, moving back; remove, carry away; and justice is driven back
H5253	strongs_he	to retreat
H5254	bdb	test, try; test, try; attempt, assay, try; test, try, prove, tempt
H5254	strongs_he	to test; by implication, to attempt
H5255	bdb	pull, tear away; the house of proud men will, tear down; and ye shall be torn away from off the land
H5255	strongs_he	to tear away
H5256	bdb	pull away; be pulled away
H5256	strongs_he	pull down.
H5257	bdb	prince; libation, molten image; wine of their drink-offering; molten image
H5257	strongs_he	properly, something poured out, i.e. a libation; also a molten image; by implication, a prince (as anointed)
H5258	bdb	pour out; pour out, pour out libations, cast metal images; pour out; pour out libations; cast metal images; pour out as libation; pour out libations; be poured out; set, install; I have installed my king upon Zion; I was installed
H5258	strongs_he	to pour out, especially a libation, or to cast (metal); by analogy, to anoint a king
H5259	bdb	weave
H5259	strongs_he	to interweave, i.e. (figuratively) to overspread
H5260	bdb	pour out
H5260	strongs_he	to pour out a libation
H5261	bdb	drink-offering
H5261	strongs_he	a libation
H5262	bdb	drink-offering; drink-offering; molten images
H5262	strongs_he	a libation; also a cast idol
H5263	bdb	be sick
H5263	strongs_he	to wane, i.e. be sick
H5264	bdb	be high; conspicuous; that it may be displayed; raised; prominent
H5264	strongs_he	to raise a beacon
H5265	bdb	pull out, up, set out, journey; pull out, up, set out, depart, journey, march; pull out, up; set out, depart; set out; depart; journey, march; be pulled up, removed; cause to set out, lead out, remove; cause to set out, lead out; remove
H5265	strongs_he	properly, to pull up, especially the tent-pins, i.e. start on a journey
H5266	bdb	ascend
H5266	strongs_he	to go up
H5267	bdb	come up; come up; lift, take up; be taken up
H5267	strongs_he	take up.
H5268	bdb	נִסְרֹךְ n.pr.div. Assyr. god, worshipped by Sennach.
H5268	strongs_he	Nisrok, a Babylonian idol
H5269	bdb	נֵעָה n.pr.loc. in Zebulun; Jos 19:13.
H5269	strongs_he	Neah, a place in Palestine
H5270	bdb	נֹעָה n.pr.f. a daughter of Zelophahad (of Manasseh)
H5270	strongs_he	Noah, an Israelitess
H5271	bdb	[נְעוּרוֹת] n.[f.]pl. id. [n.ei.ae];—only Je 32:30 (fig. of nation).; youth; early life
H5271	strongs_he	(only in plural collective or emphatic form) youth, the state (juvenility) or the persons (young people)
H5272	bdb	נְעִיאֵל n.pr.loc. on border of Asher Jos 19:27
H5272	strongs_he	Neiel, a place in Palestine
H5273	bdb	singing; sweetly sounding; musical; pleasant; delightful
H5273	strongs_he	delightful (objective or subjective, literal or figurative)
H5274	bdb	bar; bolt; lock; furnish with sandals; and I shod thee with; and gave them sandals
H5274	strongs_he	properly, to fasten up, i.e. with a bar or cord; hence, to sandal, i.e. furnish with slippers
H5275	bdb	sandal; shoe
H5275	strongs_he	properly, a sandal tongue; by extension a sandal or slipper (sometimes as a symbol of occupancy, a refusal to marry, or of something valueless)
H5276	bdb	be pleasant; delightful; lovely; how lovely art thou!; to them ... shall be delight
H5276	strongs_he	to be agreeable (literally or figuratively)
H5277	bdb	נָ֑עַם n.pr.m. son of Caleb, 1 Ch 4:15
H5277	strongs_he	Naam, an Israelite
H5278	bdb	delightfulness, pleasantness; delightfulness; pleasantness
H5278	strongs_he	agreeableness, i.e. delight, suitableness, splendor or grace
H5279	bdb	נַעֲמָה n.pr.f. sister of Tubal Cain Ammonitess, mother of Rehoboam; נַעֲמָה n.pr.loc. city assigned to Judah in Philist. plain Jos 15:41
H5279	strongs_he	Naamah, the name of an antediluvian woman, of an Ammonitess, and of a place in Palestine
H5280	bdb	נַעֲמִי adj.gent. from II. נַעֲמָן 1, Nu 26:40, rd. doubtless נעמני (so Sam.).
H5280	strongs_he	a Naamanite, or descendant of Naaman (collectively)
H5281	bdb	נָעֳמִי n.pr.f. mother-in-law of Ruth
H5281	strongs_he	Noömi, an Israelitess
H5282	bdb	pleasantness
H5282	strongs_he	pleasantness (plural as concrete)
H5283	bdb	נַעֲמָן 16 n.pr.m. son of Benj. Aramaean general
H5283	strongs_he	Naaman, the name of an Israelite and of a Damascene
H5284	bdb	נַעֲמָתִי adj.gent. (from unused n.pr.)
H5284	strongs_he	a Naamathite, or inhabitant of Naamah
H5285	bdb	thorn-bush
H5285	strongs_he	probably a brier; by implication, a thicket of thorny bushes
H5286	bdb	growl
H5286	strongs_he	to growl
H5287	bdb	shake, shake out, off; shake out; I am shaken out like a locust; so may, shake utterly out; shake thyself, free
H5287	strongs_he	to tumble about
H5288	bdb	boy, lad, youth, retainer; boy, lad, youth; servant, retainer
H5288	strongs_he	(concretely) a boy (as active), from the age of infancy to adolescence; by implication, a servant; also (by interch. of sex), a girl (of similar latitude in age)
H5289	bdb	shaking; scattering; scattered ones
H5289	strongs_he	a wanderer
H5290	bdb	youth; early life
H5290	strongs_he	(abstractly) boyhood
H5291	bdb	girl, damsel; girl, damsel; maids
H5291	strongs_he	a girl (from infancy to adolescence)
H5292	bdb	נַעֲרָה n.pr.f. in Judah; [נַעֲרָה] n.pr.loc. on border of Ephr.:—only Jos 16:7
H5292	strongs_he	Naarah, the name of an Israelitess, and of a place in Palestine
H5293	bdb	נַעֲרַי n.pr.m. one of David’s heroes, 1 Ch 11:37
H5293	strongs_he	Naarai, an Israelite
H5294	bdb	נְעַרְיָה n.pr.m. a descendant of David a Simeonite
H5294	strongs_he	Nearjah, the name of two Israelites
H5295	bdb	נַעֲרָן n.pr.loc. on E of Ephr., 1 Ch 7:28
H5295	strongs_he	Naaran, a place in Palestine
H5296	bdb	tow; shaken off
H5296	strongs_he	something shaken out, i.e. tow (as the refuse of flax)
H5297	bdb	Memphis
H5297	strongs_he	Noph, the capital of Upper Egypt
H5298	bdb	נֶ֫פֶג n.pr.m. a Levite a son of David
H5298	strongs_he	Nepheg, the name of two Israelites
H5299	bdb	sieve; height
H5299	strongs_he	a sieve
H5300	bdb	נפיסים n.pr. Kt, in Ezr 2:50, Qr נְפוּסִים, of family of returned exiles; = נפושׁסים Ne 7:52 Kt, Qr נְפִישְׁסִים
